id,age,length,nviews,rating,nratings,ncomments,,
Tq4GMXY4KGI,816,81,61492,4.36,42,39,,
KmwB4Sb32b0,397,26,4764,0,0,0,,
EUdPMi_PH2A,1202,85,731,1,2,2,,
jvSHTMdn4Vg,1061,281,10410,4.83,18,6,,
D3ZoXMd_LPI,996,66,9706,3.33,6,3,,
TH7sEDnwfn0,938,323,361750,4.69,917,531,,
oNQm1REB6iM,1146,119,335,5,4,5,,
yYvvOjKVVAQ,1225,142,417,5,2,1,,
ztxcKYKyXRc,1211,198,563046,4.77,661,297,,
yF0Tx3Hbs00,1187,453,2031,5,8,6,,
SmndBvjDLHs,1164,67,711,0,0,1,,
Nl5s_qWPC7M,1242,193,5313,5,11,3,,
_bgJ2hidolA,1232,221,2984,4.38,8,1,,
izLBX3ENjpY,1113,215,3134,5,6,5,,
cyWzeKIKwhI,960,216,4409,4.38,13,22,,
g8H7m7G1oo0,960,238,4708,4.92,12,0,,
GoQsEW7J2Vw,961,209,2281,5,5,7,,
V1cePVW-QW8,960,181,6135,4.8,10,4,,
twLKNoIv0KM,960,200,10224,4.71,14,4,,
MLIuok7LXUQ,961,203,4428,4.75,8,1,,
YyKLUI3UGO0,960,15,24738,1.25,28,10,,
pszpVM5JkE8,960,281,9487,3.94,16,2,,
XfhSKFmoPwI,941,234,3154,5,5,1,,
IHxruJ2GTWw,1151,368,229,0,0,0,,
PEcAuIIB_qc,1183,139,295,5,1,0,,
TVUxty0snJ8,980,389,31306,4.79,57,14,,
bnGcbRjIBtw,849,263,57160,2.84,82,120,,
gq4GYGTwwr4,1081,266,27391,4.97,63,13,,
O5bwE9dRaJ8,1191,243,1570,5,9,3,,
5XfVmm2Jt78,1212,200,9327,4.66,38,15,,
Yjwz_yUXDxA,821,181,15797,4.71,14,11,,
AbgIdLd0yE8,986,224,1248,4.9,10,3,,
W8Dr3spcFrM,756,240,6024,4.5,10,2,,
GOYr2ql3Z6M,982,336,4941,4,13,4,,
3zczxjxR-jc,1126,220,1536,5,3,0,,
tbm7msSaAEA,699,88,3033,5,5,1,,
FQEXW5OpS94,1128,185,1518,5,4,0,,
RHqXJM2g2yY,1060,212,6509,4.77,13,9,,
hZlxO1Dm9f8,927,329,496,5,2,2,,
31lcE06Mzbo,821,215,20077,4.38,42,34,,
Onvl16qNFCQ,982,240,2060,4.5,2,6,,
741EDXt80k4,963,197,793,3,2,2,,
AU2xBt1A8J0,1022,109,490,0,0,0,,
Q3jyW1qO_zw,950,218,71130,4.63,81,38,,
3bdOVCVRxDc,928,67,65472,3.2,109,57,,
Z9yo5DwCY3U,601,85,60624,4.12,192,150,,
4PQ-I3YYCvk,595,35,65255,4.67,155,67,,
vcoTg753glU,421,144,40214,2.61,141,101,,
BxD7vV3QdZ4,912,157,27080,4.73,116,46,,
8aupR2KW9Kk,511,71,103274,3.63,262,102,,
0Fl2b_JfIbg,626,33,14242,1.25,53,20,,
c6IonAo3izw,984,179,15981,4.7,37,25,,
eo9uHuutLlk,912,36,1389,3,2,5,,
JqC5N4Beaf8,669,86,13135,2.52,75,32,,
5EPYMPAvlwk,468,197,7434,4,4,2,,
v-DHvFXO778,626,31,1007,1,1,0,,
7OQk0O00RD4,730,170,40877,4.92,79,30,,
zDr7U5XF4kI,896,202,29513,4.88,34,8,,
rtr6ojXhueQ,1039,208,28393,4.72,18,16,,
jqYdQ1wuQE0,896,211,21690,5,32,8,,
jCsH8L2ilwA,896,252,59539,4.61,56,11,,
X-jRPLtSoog,794,107,23965,4.81,27,5,,
X4xyrWvORzs,897,197,22039,4.67,12,5,,
ozk8WBmKcX0,554,162,18144,4.97,32,7,,
9WWdVFXQRDo,896,61,37097,4.38,13,3,,
6wbZtjGA8g0,896,74,10718,5,7,0,,
BY9aVZTCeWw,1021,580,37731,4.81,42,16,,
E-TT0k1HNjg,916,218,46149,4.91,22,10,,
by9SpgcZjvY,1030,167,48009,4.7,23,12,,
B9EY0gYN0CE,890,259,26236,4.25,12,11,,
r84KjQTxr04,648,174,13392,5,8,4,,
3Rmsh9oakmI,546,209,11657,4.2,5,0,,
O1tVVTRVfSM,1098,162,24962,4.91,22,13,,
a2VRzvpdxbA,1063,322,1708,5,4,0,,
hDrToWZxsMc,992,275,7750,4.72,29,14,,
P3TV54HaZgs,1039,15,734,1,1,0,,
SSiFASGKjBI,1105,180,53771,4.9,68,35,,
omEyEatxYso,1044,203,784,4,2,0,,
An4ROF8msm4,1018,363,621,0,0,0,,
8WY0gIgzxvM,1006,342,15571,5,50,13,,
jp6GSlXjhnk,1194,73,397,5,2,0,,
71Qpy8TcUI0,1159,326,122,0,0,1,,
SCUMTGUQy7Q,1181,139,429,5,2,2,,
AaEyoScz9AI,574,43,6998,4.77,22,10,,
g3Q-lqi_0Ak,1142,137,96,5,1,0,,
CbVBYs2OuqM,603,87,21827,4.78,18,13,,
5JWy6sJqm10,931,208,16350,4.59,29,9,,
BfE9bIcXSiQ,531,280,59400,4.77,104,19,,
0y2gktucWfI,1098,85,1641,5,8,1,,
8cP17wVRcwk,999,74,443,0,0,0,,
yg8dlWxZwps,973,205,20829,5,35,13,,
zX3ZYu1S0EI,1109,215,362,4,1,1,,
Bd6cyn3LzYs,1030,246,5110,4.38,13,5,,
zGrVfL8yXSo,1031,247,1203,5,3,1,,
s07t3vZfZbA,644,216,33789,4.4,52,50,,
oJibSZzJksQ,717,233,31355,4.76,51,15,,
XdA2tCF0BjU,918,209,6344,4.33,6,3,,
MCEtccDZnBU,1049,171,5097,4.88,16,4,,
F_ItLE98uR0,862,245,88177,4.83,134,35,,
vH_HKVn11gA,880,284,37450,4.88,43,10,,
OgjNCCy90NI,865,197,11915,4.88,24,7,,
Wy59498R72c,748,237,13430,4.57,23,8,,
hn_VhFh7Zf8,869,199,16474,4.6,30,9,,
oLL-Zd7GEVs,750,215,5081,4.69,16,6,,
Kl52Sm77koI,985,204,1341,5,9,3,,
M0oc55MyviY,898,222,57328,4.91,118,50,,
r1iIE9yPzfI,1068,233,43858,4.85,80,48,,
5qeZ_B_k9xc,908,184,14196,4.55,20,10,,
uIcSkreb530,750,234,12632,4.52,29,8,,
sqnk-_2U9lU,865,202,37341,4.04,56,33,,
c6GIzgCiY7A,603,222,41265,4.86,175,82,,
bcK0EQ1TegQ,1204,299,431,5,1,0,,
8wc9B3QHir8,1120,249,11791,4.85,26,16,,
nqy7Xa8anC4,1038,258,1252,4,5,2,,
NpBP4iH1OzU,922,184,19203,4.84,49,36,,
orLe9I2l85w,1069,192,488,5,4,0,,
a9m2VHdlvvI,1158,448,1646,4.6,5,1,,
zioykpwCH0M,1061,137,27307,4.34,102,71,,
9pEoor1jNL8,1055,58,27865,4.86,28,10,,
ngqvc5S_qzU,1195,189,1235,5,3,1,,
7Y6nBe5FvZM,1154,112,947,5,2,2,,
3kHMJRcQ-Zg,1154,135,465,5,1,2,,
RSFEMjRYuzo,1117,36,306,1,1,0,,
swRYJ8HJD5A,1252,209,1734,3.43,7,4,,
NuF7ltt_Xoc,0,50,42229,1.45,169,48,,
lVQVkmr07rw,1119,190,707,2.5,2,6,,
05PNrNt3Pu0,1154,112,1989,3.67,3,2,,
EIagJNyM8ko,1148,185,89167,4.78,230,103,,
1Q1JtgiAN-4,1083,184,27097,4.56,48,22,,
a4pnAu4DSWQ,1096,135,25267,4.82,71,47,,
QVFm1yoNKp0,1151,211,11200,4.14,7,18,,
KyjM7w5r2ks,1026,137,31529,4.88,26,66,,
chcMR2xzd5U,1135,202,1507,4.5,2,4,,
m0dBPkyBjZY,1178,215,693,0,0,0,,
rUHbKS3yRrs,1178,289,657,4.75,4,3,,
V1TmpOVxgk8,836,492,18224,4.74,27,41,,
_2BYiZ3Aink,1180,405,2276,5,1,4,,
JxMZ5Mguz7E,1085,105,6356,5,10,20,,
k7d8kQAqJug,933,317,16614,4.86,22,13,,
AnLG01HEDmo,1181,282,1663,4,4,6,,
X7wd0s2B-QU,1152,148,302,0,0,1,,
BO_pI_yjsoI,877,175,1766,3.15,13,3,,
qfhpEnCdar0,1095,197,2168,4.84,19,7,,
5b6nKk7qCTU,1071,320,2592,4.1,10,7,,
SThprQdsB74,1163,308,8719,4.76,21,8,,
2ivzBKF3GrU,1085,656,2771,5,6,2,,
tIKEMqj7-iE,1072,191,7211,4.73,22,11,,
E_2C3oOiH3U,860,191,5280,4.76,17,8,,
Qrq5dWyd46Y,1153,198,604,5,4,4,,
FG3_qnVnRfM,1141,211,1161,4,2,0,,
qe94OOwz7vI,1073,142,1547,4.75,4,4,,
2g9si4ZkG0s,1197,193,1879,4.2,5,1,,
tRKAMMjqvm4,1138,538,1640,3.8,5,1,,
8g8GyzcNMyk,1098,657,10613,4.35,17,10,,
H2KFo4ZzV3E,882,153,1207,4.25,8,2,,
hrlFDWK8v_8,1029,235,1377,4.25,4,4,,
vNQWf9Vk6hI,1117,274,863,4,4,1,,
4iKV0YuRAg0,1088,224,1355,5,2,1,,
dgI3n9TaVys,873,91,97097,4.78,81,44,,
2-eCZarVeMQ,1039,157,3885,4.33,6,0,,
f57OBEgO9Ds,956,88,6945,3.6,10,2,,
r2zbJBvfq7A,1099,94,4617,4.25,4,1,,
2SI4nX8vZTY,1084,609,31159,4.62,45,40,,
yCfF1J1I6QQ,916,91,98878,4.44,41,20,,
P53-osiWBwQ,962,239,125039,4.74,298,164,,
XYBt986RPD8,1176,223,1510,5,6,1,,
Ww3lpmTfC20,1165,351,1803,5,9,11,,
xWLbGatthhg,1131,290,908,5,7,2,,
YzNQWVUs8lQ,1081,164,9541,4.08,12,14,,
g1Ug-TZ3EMo,1163,234,1644,5,4,0,,
GZnRxjhOP6A,1159,233,1698,5,8,5,,
RAwgaDTRQJY,1195,249,383,3.5,2,3,,
Wq_xLGFfAtU,1228,179,157,0,0,0,,
8t1LD17L5tg,1124,181,33972,2.69,49,31,,
_fmvXYyxEnM,1123,508,5741,3.4,10,3,,
mPSFRgMCfrY,986,64,975,2.33,3,0,,
sEtSrs1qaqc,1123,48,707,3,2,0,,
cyUHaEIWc58,1077,60,15654,4.66,35,37,,
U6MKPy7RUQs,1123,15,404,0,0,0,,
_7t5nnLtCik,1013,210,854,3.67,3,1,,
sinnR0GWmfQ,1124,101,90457,4.36,67,25,,
J5jLcrKg184,1067,138,6367,3.86,14,5,,
j3jRAFixdbk,1127,105,6333,2.29,7,7,,
Fp_fdxYRVAg,914,145,133521,4.05,104,120,,
q6E5kO3Le2g,1084,85,5449,4.36,11,4,,
aJ47j0-1nLE,1121,232,611,2.25,4,4,,
pAr9ufJV6yA,1065,160,20609,4.56,27,10,,
HFfQRQuroT4,1086,378,4531,4.54,24,21,,
vT32WPam7hI,1101,167,12496,5,20,10,,
sp1xikSXRMc,1056,54,14160,4.06,52,43,,
yqvsKJrlNIM,862,298,3942,5,3,3,,
oSBaWhVLe6Q,1105,185,4451,4.8,5,1,,
MRTvxmrsJg8,1019,186,3852,4.56,9,2,,
RWCTj16fl8k,1049,190,4191,4.91,11,4,,
QO6vTiqtFBg,1039,192,4207,5,8,3,,
GqnQ9jqiWSo,1051,106,5241,3,8,3,,
3xtcKM1GulU,1110,128,1682,4.9,20,24,,
9YEevp8L5jo,872,183,5910,4.57,23,14,,
Rd7-EsZeAy0,1227,171,845,5,1,0,,
CjLrrSCHvrM,1098,61,1632,3.33,3,4,,
x5IENKKGuB4,787,13,32355,3.39,18,7,,
0OumlrsOz1Q,1037,93,4633,3.83,12,2,,
ocCbC8zEWdI,1225,26,1572,4,4,6,,
ZwjkMZu2LnE,1151,187,4877,3.93,15,13,,
oFa5aMGmc6c,1192,271,685,5,2,3,,
HgM2N_TrGT8,1215,186,545,4.5,2,1,,
H5A6QIjg-m8,1186,206,291,5,5,1,,
BD8tRnus2R0,1108,221,5669,4.23,13,19,,
DCrQc5JQEKQ,1179,182,413,4.4,5,4,,
6JqyVn3CRUQ,1184,482,2928,5,18,13,,
mRpHJQucL6Y,788,253,42500,4.63,102,61,,
XI2RZO56wYM,1191,186,136,5,1,0,,
xcShZ5WmwM8,1152,168,5551,4.69,26,25,,
rVfubjumtZo,1187,277,180,5,3,0,,
rYKE-devhyw,1186,219,304,5,1,1,,
u37njJTVx4E,1120,486,71,0,0,0,,
NliMC9RoPzY,1187,285,79,5,1,0,,
6EuBYpxqi14,1187,206,169,0,0,0,,
Q3E5VbBwwR0,1187,227,32,0,0,0,,
fyA6aXoTxyU,1187,234,662,5,6,4,,
j39Ne6sVGqU,1186,302,593,4,2,1,,
3BYp4F2jJWs,1187,221,422,4.4,5,4,,
Vwl8PJADD8w,1101,650,288,4,4,0,,
MtIChink-iA,1187,182,267,5,1,1,,
ReKwJT3zpac,1187,209,436,0,0,1,,
8HRNSqhXQMU,1070,237,1104,5,14,8,,
wKmFTRnUBmE,1187,165,249,4.25,4,2,,
EZY0vGUCY4Q,1187,157,101,4.5,4,3,,
9z0iJJVbxvM,1024,261,10964,4.83,40,26,,
XBvP9S6XZTw,1123,238,3099,4.71,7,8,,
jmlxCp9y9qg,1131,291,2471,4.25,12,3,,
OV_Hqq_bJAo,1157,355,1709,4.6,10,9,,
IiNCN0agepU,1139,248,1745,5,9,8,,
YWmiRfHvvKQ,1076,109,2709,4.43,14,28,,
sOx82ulfUVs,1121,174,948,4.9,10,11,,
cgFyYQJGbaQ,1018,265,4661,4.93,27,24,,
Unz4NPRJITA,1013,183,11452,4.83,35,42,,
EA5i-SVYvW4,1132,257,1627,5,7,4,,
Nk7-EvR0ey0,992,227,929,4.38,8,8,,
XfdPzkoSCsI,1106,237,11027,4.82,44,49,,
7GU_7wrRrW4,1129,92,394,3.2,5,3,,
VZ6m_y6ByLA,1179,249,110,5,1,2,,
45yNp_3zMH4,768,233,36910,4.95,314,152,,
gLE3ldf0Gho,1180,182,526,4.86,7,3,,
lHpn6HHjunM,1057,181,4041,4.92,13,7,,
sN4t2HZ5DkI,1167,237,2408,5,25,13,,
5C1kzpDMJrc,1167,218,1967,5,11,9,,
VmJDc38ySZc,1167,226,252,4.5,2,1,,
a4DsD2JvBh8,1167,203,2671,5,11,4,,
WEk58tyKIw4,1073,229,306,5,3,0,,
L6ACg14vWa8,1166,275,473,4.67,3,4,,
Q3LMtPNIrRM,,,,,,,,
MagvBU8Bwn8,1047,375,4084,4.92,24,8,,
BgTukVnOjtU,1127,200,1517,5,6,12,,
SLe1ngTjIu4,1131,237,5019,4.8,25,23,,
1yLwo-PwX3s,1067,372,5193,4.72,36,34,,
9wxPogHRccc,1129,227,2451,4.81,21,4,,
EQDlhXrcXB0,1139,222,2976,4.88,40,11,,
QjDPvilFdeo,1042,213,6904,4.95,38,13,,
Hbyz3c5I8vk,1130,167,2596,5,6,1,,
sq3M4B7UYcA,1137,215,333,5,3,0,,
NSvwt_LHrkI,1134,188,1120,5,8,4,,
WndMr0NIwK8,1131,141,548,4.75,4,7,,
nGZPCckn31w,1157,250,1152,5,17,14,,
smzzKxZQYKM,1145,235,1275,4.59,17,6,,
b2njPDEajuI,1140,230,1422,4.81,16,8,,
dmURuKFGR4M,1121,162,2083,5,22,18,,
SB33STJ80y4,1016,168,4841,4.78,9,14,,
3s-0rinzz4s,1128,222,3074,4.92,25,16,,
gWMEGfKyTvM,1066,227,9872,4.67,33,17,,
r3fn0g-1xtw,1083,164,16099,4.9,91,50,,
RNzQTQARd_M,1043,263,9057,4.8,25,15,,
7rQ0LVgyfi4,1074,184,7498,4.88,32,7,,
LGxZ0ChdvV0,1021,220,6770,4.37,19,12,,
XP53SlGK5F0,1033,217,11017,4.7,46,14,,
2j5VrrWD6Xo,799,196,26958,4.87,78,62,,
a-7kf1KzZE0,1018,145,14319,4.79,53,29,,
4UzJ8fz-unA,1019,230,18046,5,51,23,,
C722fj1K6Hc,1004,257,9324,4.93,28,15,,
ZAxmgopD0js,1020,150,7386,4.29,17,11,,
6tsFXl4J4nI,1068,194,3359,5,10,7,,
hGckp6gfFJ4,1040,284,6411,4.63,27,8,,
8U4orwAHJGY,926,107,12457,4.65,23,9,,
WIZX8xCPpFU,1134,196,3622,4.88,26,12,,
EYSYLt14miM,979,184,5081,4.68,25,12,,
LFOX5Rq70aM,979,283,21395,4.8,66,30,,
QHkYKfMy5LI,1139,328,7619,4.81,16,4,,
#NAME?,1129,197,3658,4.93,14,9,,
wofYKiDOnCY,874,160,32171,4.94,125,53,,
y1CQwiG_drc,861,109,22722,4.82,68,39,,
yvtOL2v6QaM,1116,177,2701,4.92,12,5,,
Wo75leHhTNc,1127,186,3113,5,12,20,,
cge3J_rybpY,1169,223,1172,4.8,10,7,,
6dI9UL_y7-U,1128,204,1453,4.67,12,4,,
HzvzuOVCK9Q,1085,227,1817,3.5,2,6,,
CTfyzk2bQ7Y,1068,167,5274,4.76,17,6,,
#NAME?,1128,238,884,5,4,9,,
IcwoHLgqXkk,1153,264,744,4.67,3,1,,
2GCgACqtRFs,829,229,5810,4.83,36,14,,
GmPtIH602ak,1096,198,2577,4.67,12,4,,
0ZPR_TmIIP0,1131,223,2596,5,15,13,,
ZhHN4Lkynq0,826,99,519,3.5,4,2,,
f9c4czBGy7w,1128,235,7261,4.3,10,8,,
n1SlOSNpFeY,1130,162,6828,4.85,34,21,,
74Gxk4zTENU,1132,285,997,4,4,0,,
XLRrNasM1Co,1130,252,6492,4.94,33,29,,
5ax5r9itHR4,1125,306,934,4.64,11,4,,
SletG-bLHuQ,327,96,3960,4.38,32,14,,
F_xQfBfaAL4,1139,157,3795,5,18,6,,
BIa9yRh9I1A,1131,284,1465,5,5,3,,
ysZeEHLanx0,915,273,13951,4.78,32,8,,
CQJFfsuH5qU,765,185,5383,4.72,18,8,,
AU2wc1KtnYM,909,290,39440,4.94,153,45,,
XM76pzYk0fU,911,207,1826,5,1,0,,
5vQd5ADzGL4,920,198,4265,4.74,34,14,,
t9z2t5cXgL8,909,168,8992,4.76,41,12,,
U9N48rmvueY,883,201,4147,5,15,11,,
JzOTmXrlwGk,773,222,4396,4.83,24,11,,
JBoxlDr86RU,785,212,11641,4.88,49,7,,
#NAME?,1030,259,994,5,15,13,,
p-HR9DTfkKI,936,188,24053,4.44,36,39,,
1VGMkto3Tng,892,303,5562,4.68,22,8,,
d4eZHPV_p-0,923,354,2743,4.5,12,4,,
hwqmpSDqpZ0,849,529,10362,4.89,27,8,,
NgqKv9pVndg,585,215,3152,0,0,2,,
nZmHCGY3CGQ,581,1067,3982,4.5,2,3,,
wHL3h4yX99A,571,593,13373,5,9,21,,
dW2zZcwORTs,581,1239,5229,4.29,7,1,,
DkjCdcZn7T4,770,287,5482,4.64,11,8,,
EIpnxsVdj4w,873,172,23015,4.4,10,17,,
Wolw2gOARPk,735,3627,8058,4.5,10,7,,
xNvfqobid-A,580,22,5383,2,5,0,,
fCUWQgYVVIo,1010,193,4124,1,1,0,,
WOWW5EkMwaQ,923,149,56183,4.88,42,60,,
Iv0iidBrj6o,1022,125,21276,4.73,33,37,,
DehLzaT-Gv8,857,170,807,4,1,1,,
gVBHVt6Tnas,734,2169,2747,4.75,4,1,,
KBW0jsOOKgY,656,299,858,0,0,1,,
P3If2xW5ZJE,768,257,2284,4.33,6,6,,
rwq4lgKbXMQ,607,21,3264,5,1,7,,
UeiCQE5oG9E,1103,219,11096,5,2,11,,
qZsrVrGfB5A,965,369,28645,4.92,38,54,,
y7fzKgclwRc,999,26,6412,5,1,4,,
QYei0g9ttCU,1000,31,9430,0,0,9,,
aYiw5-6_sVw,1000,142,18851,4.43,7,47,,
Njq_E5qsUz8,1089,139,15054,4.89,18,31,,
9wo-zuM8xAk,845,235,90399,4.84,73,104,,
40hVIRse7Wo,1000,20,10054,4,3,5,,
O53PVqqw5r0,857,287,21641,4.13,15,25,,
6WpktvkNTEI,1000,60,19975,4.67,3,16,,
5z0ptrP8TJY,1000,78,4892,4.67,3,6,,
q8d5fUmBW_s,613,81,16564,3.33,12,9,,
KS1FMCE_gn8,880,35,11883,0,0,8,,
6vlreBNxFT8,1000,79,4794,5,1,14,,
3KWau28KGl4,528,48,51043,3.06,18,21,,
bHr341QoBds,818,198,10438,4.7,10,17,,
6cGprBizxIc,612,14,40400,4.33,6,18,,
M-xoxh9yfXI,570,413,53378,4.74,43,53,,
pwyheNWu-1s,862,172,20816,4.56,18,23,,
UgIErIfs-kc,742,296,37395,4.8,25,52,,
QGPZeexjELo,624,303,15640,3.2,5,8,,
SNfPzgWA3mQ,522,105,16536,4.89,47,44,,
mu4yPi_UPSA,733,114,26011,4.83,18,20,,
#NAME?,856,159,43733,4.86,7,74,,
N-nuCgQOlKk,568,542,45464,4.68,41,61,,
BvRA4Sp-kK0,522,90,24968,4.19,31,37,,
grwKgF8ogOs,1004,143,21810,4.94,16,16,,
if3L_YjpAXk,878,19,20499,5,1,8,,
cr-IHhf1Au4,978,99,10637,4.22,9,16,,
ImCSOFLu1KU,1102,303,4092,5,2,11,,
#NAME?,1000,60,2926,5,1,5,,
aVoYwOdkrW4,790,480,28208,4.87,15,44,,
tBew4kweBnE,942,407,4973,4.69,13,23,,
xlvDCF6VYLE,571,528,19673,4.85,20,19,,
5C1w8r-QQjU,902,134,15169,5,10,56,,
Kd3UzENwTDo,915,280,10782,4.67,3,4,,
9gybsjsCIv4,733,177,15554,4.64,11,33,,
b-ycK9hQ23k,716,94,26733,4,6,12,,
asjhbsLk37o,786,573,35257,4.83,35,46,,
AhfQapXkB8M,765,551,8562,4.5,6,15,,
WcIudr4NGDI,978,107,3678,5,4,9,,
FxNbTh04YVQ,582,181,8950,4.82,11,21,,
SPY8Rt8_rRE,655,97,31829,4.44,25,25,,
_hyJGJB196U,891,115,6960,4.17,6,2,,
#NAME?,719,76,7170,3.8,5,4,,
8Dw7orxbQT8,845,587,50367,4.93,69,50,,
jRK5lbuabvk,831,122,12949,4.2,15,26,,
L5l48-BCd5k,1056,154,3773,5,8,17,,
geygkObV2KE,503,26,17790,4.75,20,37,,
_8S_EvpGDFs,896,157,6411,4.56,9,16,,
37YmBmov7uw,578,593,47974,4.49,67,25,,
XRS4txcbVkE,578,419,35357,4.68,63,19,,
R92IZ0JUsIc,534,217,129253,4.79,274,206,,
ZQrqNuJ6vnw,1043,58,2640,3.73,11,5,,
kNjr3qJp668,1052,77,1926,2,3,0,,
TcFBnUWpViQ,617,777,67257,4.73,48,43,,
IYDMvg7xiXs,962,257,28502,3.81,27,22,,
BZs3NCQYZvg,704,86,4079,4.46,13,20,,
fX35GmmMwxE,955,203,9623,5,4,6,,
B9W_zNbh8is,1001,124,1285,1.5,4,2,,
0DVmjyg56Bs,965,293,20433,4.69,16,25,,
atI-yDxfKQw,1189,356,7694,5,25,19,,
TcLI3rDoTKk,1092,144,916,3.67,3,3,,
VSjF9vhAqyc,1200,355,5289,4.94,18,15,,
GqQZvA0sLOs,856,296,477,3.67,3,3,,
RCTeudqJEm0,1190,210,355,5,2,2,,
Zf9PHHwd9IQ,1178,291,151,5,1,1,,
Pz-voLysEp0,1166,149,650,5,5,4,,
IkXTQ1yEYYw,1076,289,890,3.6,5,2,,
WJkh5V8eAwU,1189,200,85,0,0,0,,
FYeQp8s0ZM4,1073,136,776,5,3,1,,
idwZplUSp4k,522,23,18686,0,0,0,,
jhUkQoXLBK0,806,60,6870,5,2,4,,
W_eWg1fprjE,882,81,13974,4.15,13,6,,
a5sIKH5y5qU,1066,106,15224,3.71,7,7,,
Rk0Ug8VMaqY,1105,415,8114,4.44,9,10,,
tj2Mm8EpOxU,1090,96,1707,5,1,2,,
RKLnOKXpgfk,1002,316,2412,0,0,1,,
U1TD3v1kFtI,1073,99,1673,1,1,0,,
uspU-ev_vWQ,882,88,8929,4.64,11,4,,
jUmxqbZW3Pw,786,74,30023,5,4,12,,
4YzfVBXnWCk,820,330,11981,4.23,26,36,,
KK10LfiKfOg,790,134,6914,2.33,6,2,,
wgJS6nLKKNY,882,97,13254,4.29,7,8,,
bjwpEeSh4Jw,1066,106,6061,2.86,7,0,,
CxSil4gZ5q0,1133,264,5207,4.79,14,27,,
jO174wTHA8U,968,159,23891,4.46,41,75,,
7WLEAuyst6I,1091,599,25911,3.62,61,103,,
ww3ea6nFr44,936,186,14200,4.63,19,22,,
rVoJKd9nWUA,1015,333,8168,0,0,5,,
-36dJhU234k,862,190,12867,3.75,28,27,,
9_CDNm3eRIg,876,33,4370,2.79,29,1,,
HeX_G-0PdqE,936,185,6653,4.47,15,5,,
mynaEq-qmdE,1160,595,4806,4,3,5,,
W9dfVJWFd1M,1179,350,3145,3,2,12,,
aR-yLXEz1qQ,1161,582,2788,4.75,4,8,,
EpUk-aym8MM,1161,536,3037,3.25,4,2,,
6R9vmreHihc,1183,101,2777,5,7,4,,
fKtzw7bPQro,1160,263,1260,5,3,4,,
InX4m99Z4bQ,1179,89,2027,0,0,0,,
_MX2zj70Yo4,1181,192,1206,5,1,2,,
GCmK8vlGWGg,1066,149,14087,4.29,14,28,,
JUb9wHA9qwU,1184,264,1707,4.67,3,4,,
nYrri4v_Hn0,962,226,13979,4.64,11,14,,
Xl1NcxPRMsk,736,533,9795,3.31,16,26,,
54V--QRy53E,999,212,5333,3.55,42,79,,
pOkhn1DMbwA,1132,240,1665,4.17,6,7,,
LQ23fzgwdqU,1201,378,1029,5,7,4,,
kWUK24XYxog,911,126,1393,5,12,11,,
kqu1MDEVqXs,1144,194,350,4.67,3,0,,
8kXwMCfRhyA,1050,158,1755,4.4,5,5,,
8Q758VA18wU,1075,76,1677,3.83,6,3,,
QpWgRzFog3c,1214,39,129,0,0,0,,
tl3zC9xSsDo,575,24,7952,4.69,16,21,,
hwBr0VDfPWM,775,295,6621,4.72,25,13,,
a9X-529VEZ0,1158,91,756,0,0,1,,
0Gmlc-Svv5s,936,275,730,5,5,5,,
NKqKdlTq7HQ,795,397,6296,5,8,13,,
D8qdykRFfyE,1194,27,133,0,0,0,,
sNfU7QoigrE,1043,598,2426,5,5,5,,
KzgCWeBulik,600,82,10706,4.63,27,10,,
J_fVo0dz2Y8,1064,29,1004,3.29,7,3,,
nx4EVN1whKE,772,161,4056,3.62,13,21,,
PdKJQiiSMYE,1040,123,8908,3.87,55,79,,
6zrFl-Vtpso,1074,89,2849,3.38,8,12,,
CCsd4JC01kk,970,262,2328,3.21,28,19,,
nFeONaCCE3E,884,324,1524,4.4,10,3,,
JaaSJ4L4o5Y,1108,72,391,5,2,1,,
OmqGNB64hTQ,1074,123,1709,3.8,10,8,,
UKUk2-w_9kU,1174,436,1415,5,5,2,,
TGoLttZrOSY,771,54,42106,2.46,143,4,,
stMKhggmWQI,1175,348,1181,5,5,1,,
lRqPPRKQADk,1174,183,1199,4.75,4,1,,
VwGUl6-CIG0,1028,247,2148,3.25,8,2,,
sOs94TttJo8,1059,464,6961,4.57,30,0,,
4Q_vX_8arDo,1000,175,2129,4.38,13,7,,
ToQ2W-wsoAI,1173,55,283,5,2,2,,
1zReznIlyDM,890,82,8218,2.67,15,10,,
zxgYi9_sek8,1063,423,6209,4.86,35,24,,
wotx_SvQxE4,1018,326,4411,3.22,9,0,,
UVd9XemSAOA,759,399,8782,4.9,73,45,,
g1RHgY_f3qI,1087,127,3885,4.75,8,4,,
I5xK70iyvCg,1164,506,7025,4.91,23,25,,
q6AJHeYY5Hw,749,532,60732,4.77,265,207,,
kWleIsh8v6o,720,272,2829,3.35,20,38,,
DSetY6sYc8I,1044,95,755,2.33,6,6,,
g9g_8j5S72U,1079,268,268,4.2,5,2,,
FiZR0K4uO7g,997,67,3895,4,2,4,,
YN0r4oz7ATk,1058,206,1107,4.17,6,16,,
C7rljaWXp2U,801,92,14980,4.44,18,11,,
LGDg5q67QmI,778,414,8719,5,4,31,,
3lZ3tin2eMg,668,116,7500,4.77,22,25,,
oO-iaPSfdEg,987,154,1256,5,3,2,,
1628r_bavUc,668,138,4992,4.68,22,22,,
